,MetricId,MetricName,Entity,MaxDays,Type,Url,Filter,MetricUnits,MetricDescription
114,ENFICC,Energía en Firme Cargo por Confiabilidad - ENFICC por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No Aplica,kWh,"Energía Firme para el Cargo por Confiabilidad : Es la máxima energía eléctrica que es capaz de entregar una planta de generación continuamente, en condiciones de baja hidrología, en un período de un a"
115,CompNetArranPara,Compras Netas Arranque y Parada por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,COP,Compras netas del Recurso de Generación por concepto de Arranque y Parada con base en el Valor a Distribuir y el Valor a Recaudar por el mismo concepto. Resolución 051/2009
116,AporEner,Aportes  Energía por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,kWh,Caudales en energia de los rios que aportan agua a algun embalse del SIN
117,PrecPromCont,Precio Promedio Contrato por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,COP/kWh,"Precio Promedio Ponderado de contratos largo plazo, de acuerdo a la cantidad de energía de cada contrato"
118,RemuRealIndiv,Remuneración Real Individual Diaria - RRID por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,COP,Remuneración Real Individual Diaria de la Obligación de Energía Firme de acuerdo con lo establecido en la Resolución CREG 071 de 2006.
119,VoluUtilDiarEner,Volumen Útil diario Energía por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,kWh,"Volumen almacenado por encima del Nivel Minimo Tecnico, reportado diariamente por los agentes. En % corresponde a la relacion entre el Volumen Util Diario y la Capacidad Util del Embalse"
120,PrecEscaAct,Precio Escasez Activación por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,COP/kWh,Precio de Escasez de Activación calculado de acuerdo con la Resolución CREG 140 del 2017
121,PrecEsca,Precio Escasez por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,COP/kWh,"Establecido por la CREG- y actualizado mensualmente con base en la variación de un índice de precios de combustibles, tiene una doble función. Por una parte indica a partir de qué momento las Obligaci"
122,PrecEscaMarg,Precio Marginal Escasez por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,COP/kWh,Precio Marginal de Escasez calculado de acuerdo con la Resolución CREG 140 del 2017
123,CapEfecNeta,Capacidad Efectiva Neta por Recurso,Recurso,31,DailyEntities,http://servapibi.xm.com.co/daily,Codigo Submercado Generación,kW,Máxima cantidad de potencia neta que puede suministrar una unidad de generación en condiciones normales de operación. Incluye las menores y cogeneradores
124,DemaSIN,Demanda Energia SIN por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,kWh,"Demanda del SIN, la cual se calcula con base en la generacion neta de las plantas e incluye: hidraulicas, termicas, plantas menores, cogeneradores , demanda no atendida, limitacion del suministro e im"
125,AporEnerMediHist,Aportes Media Histórica Energía por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,kWh,"Caudal medio mensual histórico en energia para los rios del SIN, obtenido como el promedio de los valores de cada mes para todos años con información disponibles "
126,CapaUtilDiarEner,Capacidad Útil Energía por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,kWh,"Corresponde al Volumen Útil del Embalse, que se define como el volumen almacenado entre el nivel Mínimo Técnico y el Nivel Máximo Físico"
127,FAZNI,FAZNI Moneda por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,COP,"Valor recaudado por concepto del Fondo de apoyo a zonas no interconectadas. Hace parte de los fondos para atender zonas especiales deprimidas y zonas no interconectadas, con recursos del mismo sector"
128,ObligEnerFirme,Obligación de Energía en Firme - OEF por Recurso,Recurso,31,DailyEntities,http://servapibi.xm.com.co/daily,Codigo Submercado Generación,kWh,La OEF es un producto diseñado para garantizar la confiabilidad en el suministro de energía en el largo plazo a precios eficientes. Prorrata de la Energía Firme declarada para cada una de las Plantas 
129,DemaNoAtenProg,Demanda No Atendida Programada por Area,Area,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,kWh,Es la demanda no atendida de energía del SIN por desconexiones forzadas o programadas
130,DemaNoAtenNoProg,Demanda No Atendida No Programada por Area,Area,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,kWh,Es la demanda no atendida de energía del SIN por desconexiones forzadas o programadas
131,DemaNoAtenProg,Demanda No Atendida Programada por Subarea,Subarea,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,kWh,Es la demanda no atendida de energía del SIN por desconexiones forzadas o programadas
132,DemaNoAtenNoProg,Demanda No Atendida No Programada por Subarea,Subarea,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,kWh,Es la demanda no atendida de energía del SIN por desconexiones forzadas o programadas
133,VoluUtilDiarEner,Volumen Útil diario Energía por Embalse,Embalse,31,DailyEntities,http://servapibi.xm.com.co/daily,Nombre Embalse,kWh,"Volumen almacenado por encima del Nivel Minimo Tecnico, reportado diariamente por los agentes. En % corresponde a la relacion entre el Volumen Util Diario y la Capacidad Util del Embalse"
134,CapaUtilDiarEner,Capacidad Útil Energía por Embalse,Embalse,31,DailyEntities,http://servapibi.xm.com.co/daily,Nombre Embalse,kWh,"Corresponde al Volumen Útil del Embalse, que se define como el volumen almacenado entre el nivel Mínimo Técnico y el Nivel Máximo Físico"
135,AporEner,Aportes  Energía por Rio,Rio,31,DailyEntities,http://servapibi.xm.com.co/daily,Nombre Río,kWh,Caudales en energia de los rios que aportan agua a algun embalse del SIN
136,AporEnerMediHist,Aportes Media Histórica Energía por Rio,Rio,31,DailyEntities,http://servapibi.xm.com.co/daily,Nombre Río,kWh,"Caudal medio mensual histórico en energia para los rios del SIN, obtenido como el promedio de los valores de cada mes para todos años con información disponibles "
137,DDVContratada,DDV Contratada por Recurso,Recurso,31,DailyEntities,http://servapibi.xm.com.co/daily,Codigo Submercado Generación,kWh,Valor total diario contratado por cada recurso de generación bajo el esquema de Demanda Desconectable Voluntaria.
138,DemaMaxPot,Demanda Máxima de Potencia por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,kWh,"Es la máxima demanda de potencia, expresada en MW, requerida por el SIN en un instante de tiempo. Conocida también como demanda pico."
139,ComContRespEner,Compras Contrato Respaldo por Recurso,Recurso,31,DailyEntities,http://servapibi.xm.com.co/daily,Codigo Submercado Generación,COP,Energia comprada en la Bolsa de Energia a aquellos generadores que brindan estabilidad al Sistema
140,PrecCargConf,Precio Cargo por Confiabilidad por Recurso,Recurso,31,DailyEntities,http://servapibi.xm.com.co/daily,Codigo Submercado Generación,USD/kWh, Precio del Cargo por confiabilidad al que se remunera la Obligación de Energía Firme
141,VentContRespEner,Ventas Contrato Respaldo por Recurso,Recurso,31,DailyEntities,http://servapibi.xm.com.co/daily,Codigo Submercado Generación,COP,Ventas de contratos Respaldo
142,ComContRespEner,Compras Contrato Respaldo por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,COP,Energia comprada en la Bolsa de Energia a aquellos generadores que brindan estabilidad al Sistema
143,VentContRespEner,Ventas Contrato Respaldo por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,COP,Ventas de contratos Respaldo
144,VoluUtilDiarMasa,Volumen Útil diario por Embalse,Embalse,31,DailyEntities,http://servapibi.xm.com.co/daily,Nombre Embalse,m3,"Definida como el volumen almacenado en el embalse por encima del Nivel Mínimo Técnico, inició su declaración diaria por parte de los agentes hidráulicos del mercado desde julio 11 de 2004 (Acuerdo 294"
145,VertMasa,Vertimientos Volumen por Embalse,Embalse,31,DailyEntities,http://servapibi.xm.com.co/daily,Nombre Embalse,m3,Los vertimientos estan relacionados con la cantidad de agua que debe ser evacuada en los embalses cuando la reserva sobrepasa la capacidad maxima de almacenamiento.
146,AporCaudal,Aportes Caudal por Rio,Rio,31,DailyEntities,http://servapibi.xm.com.co/daily,Nombre Río,m3/s,"Valores de la hidrologia de los caudales de los rios del SIN, en metros cubicos por segundo"
147,AporCaudalMediHist,Aportes Media Histórica Caudal por Rio,Rio,31,DailyEntities,http://servapibi.xm.com.co/daily,Nombre Río,m3/s,"Caudal medio mensual histórico para los rios del SIN, obtenido como el promedio de los valores de cada mes para todos años con información disponibles"
148,DescMasa,Descargas por Embalse,Embalse,31,DailyEntities,http://servapibi.xm.com.co/daily,Nombre Embalse,Miles m3,"Agua descargada del embalse por compuertas de fondo o cualquier otro sistema, expresado en miles m3."
149,VertEner,Vertimientos Energía por Embalse,Embalse,31,DailyEntities,http://servapibi.xm.com.co/daily,Nombre Embalse,kWh,Los vertimientos estan relacionados con la cantidad de agua que debe ser evacuada en los embalses cuando la reserva sobrepasa la capacidad maxima de almacenamiento.
150,VertEner,Vertimientos Energía por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,kWh,Los vertimientos estan relacionados con la cantidad de agua que debe ser evacuada en los embalses cuando la reserva sobrepasa la capacidad maxima de almacenamiento.
151,CapaUtilDiarMasa,Capacidad Útil Volumen por Embalse,Embalse,31,DailyEntities,http://servapibi.xm.com.co/daily,Nombre Embalse,m3,"Corresponde al Volumen Útil del Embalse, que se define como el volumen almacenado entre el nivel Mínimo Técnico y el Nivel Máximo Físico"
152,CapaUtilDiarMasa,Capacidad Útil Volumen por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,m3,"Corresponde al Volumen Útil del Embalse, que se define como el volumen almacenado entre el nivel Mínimo Técnico y el Nivel Máximo Físico"
153,VolTurbMasa,Volumen Turbinado por Embalse,Embalse,31,DailyEntities,http://servapibi.xm.com.co/daily,Nombre Embalse,Miles m3,"Agua turbinada por la planta expresada en miles m3, incluye caudal ambiental y caudal de acueducto"
154,VolTurbMasa,Volumen Turbinado por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,Miles m3,"Agua turbinada por la planta expresada en miles m3, incluye caudal ambiental y caudal de acueducto"
155,PrecOferIdeal,Precio de Oferta Ideal por Recurso,Recurso,31,DailyEntities,http://servapibi.xm.com.co/daily,Codigo Submercado Generación,COP/kWh,Es el precio de la energia de una recurso de generación para cada una de las 24 horas de un dia. Difiere del precio de oferta de despacho en que incluye el CERE en lugar del CEE
156,PorcVoluUtilDiar,Volumen Útil  diario % por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,%,Porcentaje de volumen almacenado en el embalse por encima del Nivel Mínimo Técnico
157,PorcVoluUtilDiar,Volumen Útil  diario % por Embalse,Embalse,31,DailyEntities,http://servapibi.xm.com.co/daily,Nombre Embalse,%,Porcentaje de volumen almacenado en el embalse por encima del Nivel Mínimo Técnico
158,PorcApor,Aportes % por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,%,[Aportes Caudal / Media Histórica]*100
159,PorcApor,Aportes % por Rio,Rio,31,DailyEntities,http://servapibi.xm.com.co/daily,Nombre Río,%,[Aportes Caudal / Media Histórica]*100
160,PPPrecBolsNaci,Precio Bolsa Nacional Ponderado por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,COP/kWh,El Precio de Bolsa ponderado  se calcula como un ponderado de las ventas  en bolsa Nacional en el periodo (Valor/Magnitud) a partir de la versión tx2. Para la versión tx1 se pondera con la generación.
161,PrecEscaPon,Precio Escasez Ponderado por Sistema,Sistema,31,DailyEntities,http://servapibi.xm.com.co/daily,No aplica,COP/kWh,Precio Escasez Ponderado del Sistema calculado de acuerdo a la Resolución CREG 140 de 2017
162,IrrPanel,Irradiación Panel por Recurso,Recurso,31,DailyEntities,http://servapibi.xm.com.co/daily,Codigo Submercado Generación,W/m2,Irradiación solar en la superficie de los paneles representativa de  la planta solar fotovoltaica.
163,IrrGlobal,Irradiación Global por Recurso,Recurso,31,DailyEntities,http://servapibi.xm.com.co/daily,Codigo Submercado Generación,W/m2,Irradiación solar en superficie horizontal representativa de la planta solar fotovoltaica.
164,TempPanel,Temperatura Panel por Recurso,Recurso,31,DailyEntities,http://servapibi.xm.com.co/daily,Codigo Submercado Generación,,
165,TempAmbSolar,Temperatura Ambiente Solar por Recurso,Recurso,31,DailyEntities,http://servapibi.xm.com.co/daily,Codigo Submercado Generación,°C,Temperatura del aire representativa de la planta solar fotovoltaica.
166,FAER,FAER Moneda por Sistema,Sistema,731,MonthlyEntities,http://servapibi.xm.com.co/monthly,No aplica,COP,Fondo de Apoyo Financiero para la Energización de las Zonas Rurales Interconectadas -FAER-
167,PRONE,PRONE por Sistema,Sistema,731,MonthlyEntities,http://servapibi.xm.com.co/monthly,No aplica,COP,"Hace parte de los fondos especiales para atender zonas especiales deprimidas y zonas no interconectadas, con recursos del mismo sector eléctrico (FAZNI, FAER, FOES, PRONE)."
168,MC,MC por Sistema,Sistema,731,MonthlyEntities,http://servapibi.xm.com.co/monthly,No aplica,COP/kWh,"Costo Promedio ponderado por energía, expresado en COP/kWh, de todos los contratos bilaterales liquidados en el Mercado de Energía Mayorista con destino al mercado regulado. Mediante la Resolución CRE"
169,CERE,CERE por Sistema,Sistema,731,MonthlyEntities,http://servapibi.xm.com.co/monthly,No aplica,COP/kWh,"Costo Equivalente Real de Energia del Cargo por Capacidad se usa para efectos de cotización en la Bolsa de Energía, es una señal de referencia para los agentes generadores del mercado. El propósito de"
170,CEE,CEE por Sistema,Sistema,731,MonthlyEntities,http://servapibi.xm.com.co/monthly,No aplica,COP/kWh,"Costo Equivalente de Energia del Cargo por Capacidad se usa para efectos de cotización en la Bolsa de Energía, es una señal de referencia para los agentes generadores del mercado. El propósito de la s"
171,CargoUsoSTN,Cargos por Uso STN por Sistema,Sistema,731,MonthlyEntities,http://servapibi.xm.com.co/monthly,No aplica,COP,Valor que recibe el agente transmisor por uso del sistema de transmisión nacional.
172,CargoUsoSTR,Cargos por Uso STR por Sistema,Sistema,731,MonthlyEntities,http://servapibi.xm.com.co/monthly,No aplica,COP,Distribución de los cargos por uso del sistema de transmisión regional de los operadores de red
173,CargMaxTPrima,Cargo Máximo T Prima por Sistema,Sistema,731,MonthlyEntities,http://servapibi.xm.com.co/monthly,No aplica,COP/kWh,Termino usado enla metodología para el cálculo y aplicación de los Cargos por Uso del Sistema de Transmisión Nacional (STN)
174,CargMinTPrima,Cargo Mínimo T Prima por Sistema,Sistema,731,MonthlyEntities,http://servapibi.xm.com.co/monthly,No aplica,COP/kWh,Termino usado enla metodología para el cálculo y aplicación de los Cargos por Uso del Sistema de Transmisión Nacional (STN)
175,CargMedTPrima,Cargo Media T Prima por Sistema,Sistema,731,MonthlyEntities,http://servapibi.xm.com.co/monthly,No aplica,COP/kWh,Termino usado enla metodología para el cálculo y aplicación de los Cargos por Uso del Sistema de Transmisión Nacional (STN)
176,EscDemUPMEAlto,Demanda de Energia Proyectada UPME Escenario Alto por Sistema,Sistema,731,MonthlyEntities,http://servapibi.xm.com.co/monthly,No aplica,kWh,proyecciones de demanda de energía realizada por la UPME 
177,EscDemUPMEMedio,Demanda de Energia Proyectada UPME Escenario Medio por Sistema,Sistema,731,MonthlyEntities,http://servapibi.xm.com.co/monthly,No aplica,kWh,proyecciones de demanda de energía realizada por la UPME
178,EscDemUPMEBajo,Demanda de Energia Proyectada UPME Escenario Bajo por Sistema,Sistema,731,MonthlyEntities,http://servapibi.xm.com.co/monthly,No aplica,kWh,Generación neta de cada una de las plantas en sus puntos de frontera. Incluye las importaciones Internacionales
179,PrecFAZNI,FAZNI Precio por Sistema,Sistema,731,MonthlyEntities,http://servapibi.xm.com.co/monthly,No aplica,COP/kWh,FAZNI - Fondo de apoyo a zonas no interconectadas
180,ListadoRecursos,plantas y unidades que tiene asociadas un agente por Agente,Agente,731,ListsEntities,http://servapibi.xm.com.co/list,No aplica,,Listado de recursos y unidades que pertenecen a un agente generador
181,ListadoRecursos,Listado Recursos con atributos por Sistema,Sistema,731,ListsEntities,http://servapibi.xm.com.co/list,No aplica,,Listado de recursos con sus atributos y que se encuentran en operación comercial  y pruebas conectados al Sistema Interconectado Nacional SIN
182,ListadoAgentes,Listado de agentes con atributos por Sistema,Sistema,731,ListsEntities,http://servapibi.xm.com.co/list,No aplica,,Listado de Agentes registrados ante el ASIC con la actividad que desarrollan en el mercado
183,ListadoRios,Listado de rios por Sistema,Sistema,731,ListsEntities,http://servapibi.xm.com.co/list,No aplica,,Listado de ríos que se encuentran registrados ante el CND y que cuentan con punto de medida
184,ListadoEmbalses,Listado de embalses por Sistema,Sistema,731,ListsEntities,http://servapibi.xm.com.co/list,No aplica,,Listado de embalses que se encuentran registrados ante el CND y que son reportados por algún recurso del SIN
185,ListadoMetricas,Listado de Métricas por Sistema,Sistema,731,ListsEntities,http://servapibi.xm.com.co/list,No aplica,,Listado de métricas disponibles en la API XM con los respectivos atributos de consulta
186,ListadoAGPE,Listado Autogeneradores a Pequeña Escala por Agente,Agente,731,ListsEntities,http://servapibi.xm.com.co/list,No aplica,kW,Listado de Autogeneradores a Pequeña Escala AGPE con reporte y sin reporte al ASIC.
